,,,　,,,,,,,,,,,,,,,,
,,,第１図　性別賃金の推移,,,,,,,,,,,,,,,,


,,,,,,,,,,,,
,第１表　　性別賃金、対前年増減率及び男女間賃金格差、対前年差の推移,,,,,,,,,,,
,年1),,,,男女計,,男,,女,,"男女間
賃金格差
(男＝100)",
,,,,,"賃金
(千円)","対前年
増減率2)
 (％)","賃金
(千円)","対前年
増減率2)
 (％)","賃金
(千円)","対前年
増減率2)
 (％)",,"対前年差2）
(ポイント)"
,,,,,,,,,,,,
,,,,,,,,,,,,
,平成,13,(2001),年,305.8 ,1.2 ,340.7 ,1.2 ,222.4 ,0.8 ,65.3 ,-0.2 
,,14,(2002),,302.6 ,-1.0 ,336.2 ,-1.3 ,223.6 ,0.5 ,66.5 ,1.2 
,,15,(2003),,302.1 ,-0.2 ,335.5 ,-0.2 ,224.2 ,0.3 ,66.8 ,0.3 
,,16,(2004),,301.6 ,-0.2 ,333.9 ,-0.5 ,225.6 ,0.6 ,67.6 ,0.8 
,,17,(2005),,302.0 ,0.1 ,337.8 ,1.2 ,222.5 ,-1.4 ,65.9 ,-1.7 
,,18,(2006),,301.8 ,-0.1 ,337.7 ,0.0 ,222.6 ,0.0 ,65.9 ,0.0 
,,19,(2007),,301.1 ,-0.2 ,336.7 ,-0.3 ,225.2 ,1.2 ,66.9 ,1.0 
,,20,(2008),,299.1 ,-0.7 ,333.7 ,-0.9 ,226.1 ,0.4 ,67.8 ,0.9 
,,21,(2009),,294.5 ,-1.5 ,326.8 ,-2.1 ,228.0 ,0.8 ,69.8 ,2.0 
,,22,(2010),,296.2 ,0.6 ,328.3 ,0.5 ,227.6 ,-0.2 ,69.3 ,-0.5 
,,23,(2011),,296.8 ,0.2 ,328.3 ,0.0 ,231.9 ,1.9 ,70.6 ,1.3 
,,24,(2012),,297.7 ,0.3 ,329.0 ,0.2 ,233.1 ,0.5 ,70.9 ,0.3 
,,25,(2013),,295.7 ,-0.7 ,326.0 ,-0.9 ,232.6 ,-0.2 ,71.3 ,0.4 
,,26,(2014),,299.6 ,1.3 ,329.6 ,1.1 ,238.0 ,2.3 ,72.2 ,0.9 
,,27,(2015),,304.0 ,1.5 ,335.1 ,1.7 ,242.0 ,1.7 ,72.2 ,0.0 
,,28,(2016),,304.0 ,0.0 ,335.2 ,0.0 ,244.6 ,1.1 ,73.0 ,0.8 
,,29,(2017),,304.3 ,0.1 ,335.5 ,0.1 ,246.1 ,0.6 ,73.4 ,0.4 
,,30,(2018),,306.2 ,0.6 ,337.6 ,0.6 ,247.5 ,0.6 ,73.3 ,-0.1 
,令和,元,(2019),,307.7 ,0.5 ,338.0 ,0.1 ,251.0 ,1.4 ,74.3 ,1.0 
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,※令和,元,(2019),年2),306.0 ,…,336.1 ,…,249.8 ,…,74.3 ,…
,,２2),(2020),,307.7 ,0.6 ,338.8 ,0.8 ,251.8 ,0.8 ,74.3 ,0.0 
,,３,(2021),,307.4 ,-0.1 ,337.2 ,-0.5 ,253.6 ,0.7 ,75.2 ,0.9 
,,４,(2022),,311.8 ,1.4 ,342.0 ,1.4 ,258.9 ,2.1 ,75.7 ,0.5 
,,５,(2023),,318.3 ,2.1 ,350.9 ,2.6 ,262.6 ,1.4 ,74.8 ,-0.9 
,,６,(2024),,330.4 ,3.8 ,363.1 ,3.5 ,275.3 ,4.8 ,75.8 ,1.0 
,,７,(2025),,340.6 ,3.1 ,373.4 ,2.8 ,285.9 ,3.9 ,76.6 ,0.8 
,"注：　１）平成30(2018)年以前は、調査対象産業「宿泊業，飲食サービス業」のうち「バー，キャバレー，ナイトクラブ」
　　　　　を除外している。
　　　２）令和２(2020)年から有効回答率を考慮した推計方法に変更しているため、令和２年の対前年増減率及び対前年差
　　　　　(ポイント)は、同じ推計方法で集計した令和元(2019)年の数値を基に算出している。
　　　　「※令和元(2019)年2)」は、令和２年と同じ推計方法で集計した令和元年の数値を参考として掲載したものである。",,,,,,,,,,,

,,,,,,,,
,,第２図　　性、年齢階級別賃金,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,, ,,,,,
,, ,,,,,,


,,,,,,,,,,
,第２表　性、年齢階級別賃金、対前年増減率及び年齢階級間賃金格差,,,,,,,,,
,,,,,,,,,,令和７(2025)年
,年齢階級,男女計,,,男,,,女,,
,,"賃金
（千円）","対前年
増減率
（％）","年齢階級間賃金格差
（20～24歳=100）","賃金
（千円）","対前年
増減率
（％）","年齢階級間賃金格差
（20～24歳=100）","賃金
（千円）","対前年
増減率
（％）","年齢階級間賃金格差
（20～24歳=100）"
,,２０～２４,,214.6,3.7,,240.2,2.6,,237.5,4.7,,260.4,4.1,,288.0,3.6
,,２５～２９,,230.0,2.8,,265.0,4.0,,264.5,5.4,,286.9,3.7,,317.1,7.1
,,３０～３４,,236.0,2.9,,269.6,1.9,,279.2,7.5,,311.5,3.8,,361.3,4.6
,,３５～３９,,248.5,5.7,,279.1,1.5,,277.3,2.5,,332.4,0.3,,406.7,0.9
,,４０～４４,,246.8,2.2,,296.4,5.1,,293.2,2.6,,363.7,7.3,,466.7,4.1
,,４５～４９,,253.9,2.8,,300.9,-1.0,,305.3,0.7,,373.8,2.2,,503.2,4.9
,,５０～５４,,263.6,3.0,,314.3,2.2,,317.3,2.7,,386.3,1.3,,574.7,9.9
,,５５～５９,,261.0,1.5,,317.9,-0.1,,329.5,5.7,,416.2,3.1,,580.6,4.0
,,６０～６４,,238.8,3.6,,289.7,2.4,,286.3,4.6,,360.1,4.1,,589.0,-4.9
,,６５～６９,,220.9,4.1,,264.1,-2.1,,257.5,0.5,,292.0,-4.6,,517.8,12.7
,,年齢（歳）,,46.6,,,43.4,,,45.5,,,37.6,,,40.8,
,,勤続年数（年）,,11.6,,,10.1,,,12.7,,,8.7,,,9.0,
,注：　１）年齢計には70歳以上の労働者を含む。,,,,,,,,,,,,,,,,

,,,,,,,,,,,,
,第３図　学歴、性、年齢階級別賃金,,,,,,,,,,,


,,,,,,,,,,,,,,,
,第４表　企業規模、性、年齢階級別賃金、対前年増減率及び企業規模間賃金格差,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,令和７(2025)年
,性、年齢階級,,大企業,,,中企業,,,,,小企業,,,,
,,,"賃金
(千円)",,"対前年
増減率
（％）","賃金
(千円)",,"対前年
増減率
（％）","企業規模間
賃金格差1)
【大企業＝100】",,"賃金
(千円)",,"対前年
増減率
（％）","企業規模間
賃金格差1)
【大企業＝100】",
,,,,,,,,,,,,,,,
,男女計,年齢計2),,385.1,5.7,,326.2,1.0,84.7,( 88.6) ,,305.6,2.1,79.4,( 82.1) 
,,　　～１９歳,,218.4,5.8,,202.6,4.3,92.8,( 94.1) ,,201.9,3.8,92.4,( 94.2) 
,,２０～２４,,258.4,5.6,,237.6,4.5,92.0,( 92.9) ,,226.3,2.0,87.6,( 90.6) 
,,２５～２９,,301.7,5.9,,270.6,4.6,89.7,( 90.8) ,,258.2,2.4,85.6,( 88.5) 
,,３０～３４,,344.6,5.7,,299.4,4.0,86.9,( 88.3) ,,286.5,2.8,83.1,( 85.5) 
,,３５～３９,,386.3,4.5,,322.3,2.9,83.4,( 84.7) ,,305.3,2.9,79.0,( 80.3) 
,,４０～４４,,422.0,6.5,,346.1,1.8,82.0,( 85.8) ,,318.9,1.6,75.6,( 79.2) 
,,４５～４９,,439.3,4.7,,362.1,-0.6,82.4,( 86.8) ,,330.0,0.1,75.1,( 78.6) 
,,５０～５４,,447.6,5.3,,376.0,-0.7,84.0,( 89.1) ,,336.6,2.0,75.2,( 77.6) 
,,５５～５９,,465.9,2.9,,376.7,-2.2,80.9,( 85.1) ,,335.1,0.7,71.9,( 73.5) 
,,６０～６４,,357.7,7.5,,316.2,-0.2,88.4,( 95.2) ,,315.7,3.7,88.3,( 91.5) 
,,６５～６９,,294.6,7.1,,284.6,1.0,96.6,( 102.4) ,,281.0,4.0,95.4,( 98.3) 
,,年齢（歳）,,43.4,,,44.1,,,,,46.0,,,
,,勤続年数（年）,,14.1,,,12.4,,,,,11.5,,,
,男,年齢計2),,428.0,6.1,,356.0,0.1,83.2,( 88.2) ,,329.6,1.6,77.0,( 80.4) 
,,　　～１９歳,,221.7,5.5,,205.5,4.3,92.7,( 93.7) ,,207.9,4.2,93.8,( 94.9) 
,,２０～２４,,261.3,6.7,,240.3,4.4,92.0,( 94.0) ,,229.0,1.9,87.6,( 91.8) 
,,２５～２９,,312.2,7.0,,278.0,4.3,89.0,( 91.3) ,,263.6,1.3,84.4,( 89.2) 
,,３０～３４,,366.4,6.6,,315.4,4.1,86.1,( 88.2) ,,300.4,1.7,82.0,( 85.9) 
,,３５～３９,,420.0,5.8,,342.3,2.8,81.5,( 83.9) ,,324.6,2.0,77.3,( 80.2) 
,,４０～４４,,464.8,6.1,,376.8,1.7,81.1,( 84.6) ,,343.3,0.5,73.9,( 78.0) 
,,４５～４９,,495.1,5.2,,400.6,-1.5,80.9,( 86.4) ,,362.1,-0.4,73.1,( 77.2) 
,,５０～５４,,511.2,5.6,,420.8,-1.5,82.3,( 88.2) ,,370.6,1.8,72.5,( 75.2) 
,,５５～５９,,533.2,3.7,,421.5,-4.2,79.1,( 85.6) ,,366.1,0.0,68.7,( 71.2) 
,,６０～６４,,391.9,9.3,,343.4,-0.7,87.6,( 96.5) ,,341.8,3.7,87.2,( 91.9) 
,,６５～６９,,317.9,9.1,,307.0,0.6,96.6,( 104.8) ,,295.9,3.4,93.1,( 98.2) 
,,年齢（歳）,,43.9,,,44.9,,,,,46.9,,,
,,勤続年数（年）,,15.9,,,13.8,,,,,12.5,,,
,女,年齢計2),,310.8,4.8,,280.1,3.2,90.1,( 91.5) ,,264.0,3.3,84.9,( 86.1) 
,,　　～１９歳,,211.9,7.9,,198.6,4.2,93.7,( 97.1) ,,192.2,3.9,90.7,( 94.2) 
,,２０～２４,,255.1,4.3,,234.9,4.7,92.1,( 91.7) ,,223.2,2.2,87.5,( 89.3) 
,,２５～２９,,287.5,4.1,,262.3,5.1,91.2,( 90.3) ,,251.3,4.0,87.4,( 87.5) 
,,３０～３４,,306.7,3.9,,275.6,4.6,89.9,( 89.3) ,,264.0,5.1,86.1,( 85.1) 
,,３５～３９,,316.9,0.9,,287.5,3.3,90.7,( 88.6) ,,269.2,4.8,84.9,( 81.8) 
,,４０～４４,,339.5,8.0,,294.1,2.9,86.6,( 90.9) ,,275.2,4.8,81.1,( 83.5) 
,,４５～４９,,340.1,4.6,,300.9,2.0,88.5,( 90.7) ,,274.8,0.8,80.8,( 83.8) 
,,５０～５４,,332.2,4.4,,303.6,2.6,91.4,( 93.0) ,,277.8,3.9,83.6,( 84.0) 
,,５５～５９,,335.6,4.9,,300.2,3.1,89.5,( 91.1) ,,277.4,2.1,82.7,( 84.9) 
,,６０～６４,,288.0,7.3,,266.0,2.3,92.4,( 96.9) ,,259.0,2.7,89.9,( 94.0) 
,,６５～６９,,252.9,3.5,,232.4,0.4,91.9,( 94.7) ,,239.9,4.2,94.9,( 94.2) 
,,年齢（歳）,,42.4,,,42.8,,,,,44.5,,,
,,勤続年数（年）,,11.1,,,10.2,,,,,9.8,,,
,"注：　１）（　）内は、令和６(2024)年の数値である。
　　　２）年齢計には70歳以上の労働者を含む。
",,,,,,,,,,,,,,
,,,,,,,,,,,,,,　,

,,,,,,,,,,,,,,,,
,第４図　企業規模、性、年齢階級別賃金,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,, 


,,,,,,,,,,,,,,,,,,,,,,,,,,,
,第５－１表　産業、年齢階級別賃金及び対前年増減率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,令和７(2025)年
,年齢階級,,,"鉱業，採石業，砂利
採取業",,,建設業,,,製造業,,,"電気・ガス・ 熱供給
・水道業",,,情報通信業,,,運輸業，郵便業,,,卸売業，小売業,,,金融業，保険業,,
,,,,"賃金
（千円）",,"対前年
増減率
（％）","賃金
（千円）",,"対前年
増減率
（％）","賃金
（千円）",,"対前年
増減率
（％）","賃金
（千円）",,"対前年
増減率
（％）","賃金
（千円）",,"対前年
増減率
（％）","賃金
（千円）",,"対前年
増減率
（％）","賃金
（千円）",,"対前年
増減率
（％）","賃金
（千円）",,"対前年
増減率
（％）"
,男女計,賃金（千円）　,年齢計1),,388.3,4.3,,366.3,3.9,,330.0,3.6,,444.0,1.5,,406.0,3.8,,312.7,2.6,,349.1,1.6,,437.0,6.4
,,,　　～１９歳,,235.0,10.6,,221.5,8.8,,209.0,5.5,,214.2,4.9,,205.0,2.3,,211.7,3.5,,198.3,-0.7,,203.2,10.5
,,,２０～２４,,285.1,6.6,,250.5,4.9,,227.1,4.8,,260.7,6.7,,262.2,5.3,,241.4,2.8,,241.0,4.5,,266.5,6.4
,,,２５～２９,,327.0,0.8,,292.8,7.2,,259.3,3.8,,309.9,3.8,,308.7,7.3,,278.2,4.4,,272.7,2.5,,309.6,3.8
,,,３０～３４,,396.5,12.8,,330.9,8.0,,291.2,3.1,,379.5,2.4,,363.4,3.9,,306.9,5.1,,302.2,3.2,,378.6,5.4
,,,３５～３９,,435.1,9.7,,361.9,6.4,,324.4,3.4,,448.8,4.5,*,410.1,4.9,,324.3,5.3,,336.7,2.8,,448.7,7.0
,,,４０～４４,,492.0,12.3,,380.5,6.3,,351.8,2.9,,500.4,5.9,,456.8,3.9,,344.6,8.1,,361.5,-0.5,,494.1,6.4
,,,４５～４９,,410.0,6.5,,397.3,-0.5,,372.8,4.6,,524.7,3.5,,491.7,3.6,,335.5,2.6,,385.4,-2.8,,521.2,6.9
,,,５０～５４,,401.0,-4.7,,429.8,5.5,,384.7,2.8,,548.0,-1.5,,491.3,1.3,,335.2,2.3,,418.1,0.4,,532.7,7.3
,,,５５～５９,,412.6,3.5,,447.2,2.3,,399.2,2.2,,583.3,3.5,,516.3,-0.8,,324.3,-2.8,,423.4,-0.7,,495.9,5.1
,,,６０～６４,,339.5,-2.4,,389.5,-0.1,,304.0,3.2,,334.6,4.9,,451.5,36.4,,289.7,3.8,,332.9,5.3,,382.5,5.6
,,,６５～６９,,295.7,8.2,,329.3,-1.1,,259.4,4.7,,313.4,4.7,*,385.8,25.5,,252.7,3.0,,261.8,3.1,,370.4,6.8
,,年齢（歳）,,,48.5,,,45.5,,,44.1,,,43.1,,,40.2,,,48.7,,,44.3,,,44.2,
,,勤続年数（年）,,,13.9,,,13.7,,,15.3,,,17.6,,,12.3,,,12.9,,,14.5,,,14.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,年齢階級,,,不動産業，物品賃貸業,,,学術研究，専門・技術サービス業,,,"宿泊業，飲食
サービス業",,,"生活関連サービス業，
娯楽業",,,教育，学習支援業,,,医療，福祉,,,複合ｻｰﾋﾞｽ事業,,,"サービス業（他に分類
されないもの）",,
,,,,"賃金
（千円）",,"対前年
増減率
（％）","賃金
（千円）",,"対前年
増減率
（％）","賃金
（千円）",,"対前年
増減率
（％）","賃金
（千円）",,"対前年
増減率
（％）","賃金
（千円）",,"対前年
増減率
（％）","賃金
（千円）",,"対前年
増減率
（％）","賃金
（千円）",,"対前年
増減率
（％）","賃金
（千円）",,"対前年
増減率
（％）"
,男女計,賃金（千円）　,年齢計1),,360.1,-3.1,,440.3,9.6,,277.2,2.9,,295.2,3.3,,379.4,0.9,,315.7,3.0,,319.0,3.9,,284.9,-0.3
,,,　　～１９歳,,208.1,1.9,,219.5,12.3,,204.7,5.2,,208.1,4.0,,199.1,5.7,,192.4,-3.3,,206.7,9.8,,208.2,0.7
,,,２０～２４,,261.7,0.8,,280.1,14.2,,224.6,1.6,,229.8,2.4,,240.9,3.6,,249.0,2.0,,224.2,5.0,,235.0,5.8
,,,２５～２９,,298.2,1.9,,335.8,13.8,,250.5,3.0,,269.4,6.6,,272.9,2.0,,277.3,0.9,,247.2,3.4,,260.6,6.5
,,,３０～３４,,337.3,-0.1,,406.6,15.2,,270.0,2.6,,285.8,4.3,,312.1,0.5,,298.8,0.8,,272.5,5.3,,274.6,4.3
,,,３５～３９,,371.7,-10.8,,440.5,10.7,,286.4,1.2,,308.9,4.5,,354.3,1.2,,321.5,4.7,,304.4,5.8,,283.2,-2.1
,,,４０～４４,,399.2,-3.6,,484.8,11.5,,302.3,2.4,,324.0,0.5,,381.3,-1.7,,328.6,6.0,,326.5,4.2,,302.2,0.0
,,,４５～４９,,414.3,-3.0,,525.6,14.7,,327.3,6.6,,338.4,2.2,,413.4,-1.6,,330.0,-0.1,,357.2,3.2,,308.6,-5.2
,,,５０～５４,,431.1,-0.2,,489.2,2.0,,312.7,2.4,,336.8,6.3,,445.3,1.9,,337.0,3.2,,379.7,2.7,,312.8,-1.0
,,,５５～５９,,414.6,-7.2,,536.7,8.1,,304.8,4.2,,330.4,4.2,,473.3,1.5,,347.8,4.3,,376.5,-1.1,,311.7,-2.5
,,,６０～６４,,334.6,-1.5,,425.5,3.4,,265.7,0.4,,275.4,4.2,,457.3,1.4,,323.3,1.4,,264.2,9.7,,275.4,-0.3
,,,６５～６９,,259.8,3.4,,388.3,3.9,,228.8,1.1,,232.8,8.1,,420.9,-0.3,,318.8,5.0,,222.2,9.3,,241.9,-0.3
,,年齢（歳）,,,43.9,,,42.9,,,43.1,,,42.3,,,44.2,,,44.0,,,44.9,,,45.9,
